centroid,arithmetic,geometric
0.777928700929466,0.6054114015491763,0.6127447680861983
0.5870718328676596,0.5314991506084854,0.535321625494522
0.6391139856948657,0.5509256609803449,0.5564330851421401
0.6960090573707159,0.5734733891267078,0.5795131816710563
0.7815568479611847,0.6081533103077954,0.6142165633039409
0.7396919235806753,0.5921530513032486,0.5972336059437618
0.692672931844835,0.572236072851215,0.5781598475075665
0.21297312660281498,0.3786984848316714,0.3835644618218105
0.7123485784306933,0.5816083283714086,0.5861414859675641
0.37884811951080966,0.44708394622331915,0.45085343595952765
0.7993174198204194,0.613927602526608,0.6214213305889515
0.6802726300570197,0.5679712492078143,0.5731295316464969
0.6348723032157798,0.5507128218086276,0.5547124004048698
0.6023091087852903,0.5359297877850739,0.5415027907275605
0.37366893440810034,0.44153253001290504,0.44875244435056083
0.6195169238835061,0.5419259319415841,0.5484833261040587
0.6006053082047758,0.5364943223877168,0.5408116255156864
0.6635554573238862,0.5620399852491346,0.56634803074081
0.6917304691677078,0.5717411773325131,0.5777775279782821
0.37837724137582607,0.44535397902726637,0.45066242001051965
0.4691812367760405,0.48154497556826,0.48749803715332407
0.6889405746532404,0.5715949786654144,0.5766457769725795
0.8232005921548704,0.6237136187033883,0.6311097992702506
0.4228399372741356,0.46329543048258987,0.46869919059738196
0.7506296135281887,0.5921224757984211,0.601670600013954
0.6174547736598615,0.5432056086754902,0.5476467922806462
0.6330225325844903,0.5505071557626653,0.553962020645366
0.7915031882981944,0.6117104682454986,0.6182514047535683
0.82098522384129,0.6257063211641807,0.6302111099380235
0.6675587984889271,0.5637116923452221,0.56797202948372
0.5391647329601676,0.5120352516412379,0.5158875952507835
0.6710361390132413,0.5644354608067655,0.5693826491839711
0.5513130656050953,0.5143008393395816,0.5208156968119617
0.7158855184232371,0.5836936354751014,0.5875762829347295
0.5519943098611515,0.5158288092935241,0.5210920511053836
0.7243388056904996,0.585461479455965,0.5910054490750242
0.7064356255776938,0.5752677378444168,0.5837428317754789
0.7159890890823319,0.5805145783067547,0.5876182978754295
0.25686245291331256,0.39398884791143507,0.401368638385895
0.6111321061081888,0.5385931920596444,0.5450819339624535
0.6200516662861725,0.5429257183174494,0.5487002494234781
0.681502751430479,0.5695104549805423,0.5736285434408159
0.7723021186935831,0.6014330150727989,0.6104622842080448
0.672711488142907,0.5663992785453659,0.5700622729785948
0.6062661428267884,0.5370208173937026,0.5431080039224692
0.6450622984773082,0.5547597832792691,0.5588460817474391
0.7387861463851374,0.5920471909313728,0.5968661698961053
0.7935098978755843,0.6134659911809456,0.619065446057047
0.4303226939381526,0.46831037437638134,0.4717346512342521
0.6654475486210418,0.5633348194376725,0.5671155775043274
0.641315658373917,0.5526980075266875,0.5573262172586987
0.6497019306696254,0.556156645893084,0.56072819869554
0.7248177225863558,0.5842527236819872,0.591199727401622
0.5604017545935185,0.5211297831089083,0.5245026216033963
0.7043823164737251,0.5772582446551596,0.5829098853201377
0.5501082919451947,0.5134172387960267,0.5203269674433978
0.7694467536227141,0.6041037436680431,0.6093039738797135
0.5648109213439239,0.5228223298333742,0.5262912473910873
0.6508142562696209,0.5552572966644682,0.5611794252819199
0.5585493057644096,0.5173689036439879,0.5237511558527908
0.6282003858801196,0.5482034805690007,0.5520058658695232
0.6159301680705584,0.5386049522120443,0.5470283190205393
0.6768660297501523,0.5649995632882696,0.5717476078186682
0.7847300412927859,0.6096442400104174,0.615503803472212
0.5177708517595884,0.501710005248507,0.5072089371996361
0.8255718537382248,0.6268995072760768,0.632071724482734
0.7143258352568248,0.5803088194041912,0.5869435819992215
0.746997054564687,0.593719269787125,0.6001970117179807
0.34556144573953906,0.4332901783623285,0.437350339410752
0.5956572707815809,0.5321678316832485,0.5388044007234235
0.7077570868537881,0.5785891338079402,0.5842788969661956
0.6966917778908724,0.5715069589563367,0.5797901356987332
0.7175577971619748,0.5838294899629787,0.5882546603470864
0.6169024780538414,0.5423510939818974,0.5474227478470215
0.74196421655833,0.5921918602517574,0.5981553888489923
0.6616833750998444,0.5571979082719134,0.56558860071841
0.6146750706831312,0.5425597635713565,0.5465191759075282
0.6764105210336098,0.5645705329296278,0.5715628257519862
0.8463808904916091,0.6341647332555143,0.6405131331396584
0.5323233266452483,0.5079781452820605,0.5131123051074215
0.617209162394968,0.5426357175858061,0.5475471576560377
0.7742090818235625,0.6047453169312366,0.6112358643247953
0.5290360488849901,0.5062538365953277,0.5117787856041478
0.5983399798311887,0.5363899982404657,0.5398926709306452
0.8263585850712435,0.6258052649655967,0.6323908712000053
0.7248815368421895,0.5852017172992078,0.5912256146196186
0.6715706462748179,0.5643706222761321,0.5695994773873796
0.577166315087828,0.525645042329547,0.5313033457964013
0.6881082597840522,0.5669237222528535,0.5763081394220682
0.6018368283776614,0.5352007070777132,0.5413112049960824
0.6177006056709569,0.5443477749267785,0.5477465172364244
0.6365795649947976,0.5518509015886136,0.5554049693565073
0.7135161173697426,0.5792384911259651,0.5866151097361264
0.5051514436403477,0.49697453461373703,0.5020897385245439
0.7845442866369621,0.6103694165576382,0.6154284507292014
0.6895300326956272,0.5688410601189583,0.5768848973008723
0.669036492876865,0.5634864608841382,0.5685714712663255
0.6223849332186604,0.5461554858179277,0.549646764672357
0.5848056848544125,0.5292340009346039,0.5344023384265765
0.592526153116046,0.5311213314022327,0.5375342292993007
0.7496237449710668,0.5793420029520135,0.5880820173511236
0.6672153240644865,0.5529634880826294,0.5590034529954182
0.5720967458502769,0.5195426561067457,0.525439994960958
0.6440461726934994,0.5441946349115667,0.5508280061201983
0.7919600239405862,0.595545396658368,0.6030207583923952
0.6913419441390993,0.5607101936258563,0.5675167504711848
0.6250693547512214,0.5365347235063269,0.5441318633700161
0.27017599185415575,0.40915337859102907,0.41890450157110376
0.6993059664403947,0.5657270026871091,0.570326930004382
0.3868956107487944,0.4530515574070831,0.4600900835795275
0.8093530323990095,0.6006909711562005,0.6091580404045642
0.6057788702279168,0.5325218004531396,0.5373250398139283
0.6313372436560443,0.5412821744698821,0.5463435449237438
0.5876892529364675,0.5268925771349899,0.5309419533731872
0.297570147193583,0.4217906330347991,0.4285707789812317
0.6648748326628162,0.5492482035362,0.5581775898216154
0.6168184487177462,0.5353924471765392,0.541220455834674
0.72363978478373,0.5730538320839806,0.5789133392985335
0.6892949681234654,0.5608775651215872,0.5667944577655526
0.4572844697584352,0.4789074313012718,0.4849274354047601
0.5723815512217014,0.5198685123249641,0.5255404910132137
0.7226866055455831,0.5725200215415274,0.5785770016141017
0.8006778737591569,0.5967561866275666,0.6060969339059203
0.4467722923533962,0.4773873474344806,0.48121811759248473
0.77767238667218,0.5896190070171786,0.5979792371023263
0.6125255289198306,0.5352790743993252,0.5397056597758974
0.6358446132827676,0.5419878882174238,0.5479340110655715
0.7516646899205033,0.5820872758017989,0.5888021832611909
0.7243677548152553,0.5691720723721425,0.5791702106734122
0.6075966461647457,0.5309688742009133,0.5379664588568025
0.4766363793715612,0.4860302740157678,0.4917559332114437
0.6735746186872111,0.5571249876180411,0.561247387985929
0.5952949466734616,0.5295981331775471,0.5336256913031217
0.6049921618369436,0.5279082321943761,0.5370474425865128
0.5640331267843878,0.5174322307862762,0.5225946732083806
0.7286455340096194,0.5692249219964133,0.5806796628764151
0.7409058235238155,0.5789195450059913,0.5850058181447595
0.7151432482214934,0.5699337806354579,0.5759152591228438
0.26362593331005746,0.4117389385139618,0.4165932530648899
0.638693190824321,0.54139609772382,0.5489391578444313
0.6266257199276395,0.537040367246542,0.544681040590037
0.670540993003073,0.5560001458888154,0.5601769457833308
0.8233622865853318,0.6048570616461868,0.6141013346955877
0.6049537749461886,0.5332776296527674,0.5370338973537105
0.6833465801716715,0.5597383328870295,0.5646955141424286
